ID,X_Ori,Y_Ori,X_Des,Y_Des,Weight
4536,3738799,2958670,3713246,2855246,1
4537,3821821,2830767,3753267,2792177,1
4538,3814563,2898099,3735248,2939491,1
4539,3765659,2811032,3826389,2894997,1
4540,3727302,2966768,3736885,2898098,1
4541,3804181,2908444,3771921,2804435,1
4542,3848898,2856920,3786709,2807663,1
4543,3844664,2912664,3686262,2854246,1
4544,3713614,2959127,3787274,2905086,1
4545,3718112,2809902,3828261,2890635,1
4546,3809306,2951998,3811172,2951247,1
4547,3697653,2937781,3793608,2943467,1
4548,3734309,2881896,3698562,2875891,1
4549,3720347,2957380,3732247,2858657,1
4550,3794772,2849870,3739608,2817205,1
4551,3712528,2916116,3714630,2904730,1
4552,3705143,2820456,3805678,2952499,1
4553,3743385,2821081,3812658,2819163,1
4554,3686715,2892021,3797332,2947583,1
4555,3707057,2848967,3759834,2969425,1
4556,3763258,2985480,3723926,2832869,1
4557,3844685,2941992,3806988,2901689,1
4558,3689687,2878326,3710288,2974247,1
4559,3770056,2879423,3692943,2833338,1
4560,3678611,2837753,3855028,2883066,1
4561,3711950,2913523,3701898,2810989,1
4562,3793686,2924579,3829019,2880440,1
4563,3828673,2853304,3743096,2856577,1
4564,3695915,2821664,3854686,2875144,1
4565,3773673,2902402,3748997,2854202,1
4566,3708627,2913304,3814672,2866682,1
4567,3763109,2808837,3793526,2824193,1
4568,3807277,2841615,3717261,2871977,1
4569,3742214,2828486,3697162,2899349,1
4570,3669700,2918007,3799827,2809615,1
4571,3783610,2958061,3805078,2839719,1
4572,3779665,2812149,3689990,2953469,1
4573,3687339,2823885,3706659,2892419,1
4574,3810640,2885105,3829482,2913765,1
4575,3691157,2839506,3692953,2849023,1
4576,3813475,2964773,3697437,2898438,1
4577,3792343,2955648,3773858,2850699,1
4578,3849905,2923870,3818223,2902874,1
4579,3768281,2981728,3837265,2904012,1
4580,3818635,2877937,3756016,2887310,1
4581,3744120,2846698,3679264,2879188,1
4582,3717582,2844365,3707611,2967736,1
4583,3792863,2815519,3831013,2902885,1
4584,3847054,2888950,3785106,2848699,1
4585,3722281,2814439,3689520,2888860,1
4586,3828815,2887610,3676432,2882015,1
4587,3746298,2982075,3809848,2969152,1
4588,3799677,2843259,3806483,2937213,1
4589,3682424,2900330,3718609,2827175,1
4590,3697693,2934294,3836808,2921971,1
4591,3720923,2938585,3803836,2898752,1
4592,3748549,2955458,3757399,2957509,1
4593,3755560,2937025,3767216,2924726,1
4594,3846485,2909322,3736881,2911494,1
4595,3804725,2920731,3756447,2917384,1
4596,3752897,2958885,3832158,2862070,1
4597,3777965,2857717,3720571,2841367,1
4598,3750390,2923148,3817462,2835327,1
4599,3812965,2905492,3780890,2874329,1
4600,3849257,2891393,3729604,2837457,1
4601,3834557,2936215,3698657,2885867,1
4602,3803407,2949194,3727612,2802958,1
4603,3775483,2844663,3749768,2797776,1
4604,3793522,2826593,3825881,2900168,1
4605,3718584,2904368,3759671,2815822,1
4606,3816684,2861061,3665833,2895132,1
4607,3836557,2908143,3810065,2953649,1
4608,3811624,2914351,3734131,2802989,1
4609,3781849,2844769,3759601,2835127,1
4610,3738648,2884830,3789860,2979477,1
4611,3747360,2892791,3719440,2891042,1
4612,3719317,2904538,3836381,2864427,1
4613,3816289,2916057,3775941,2914748,1
4614,3779188,2844571,3772941,2953386,1
4615,3770143,2974494,3673043,2910894,1
4616,3828356,2886534,3770438,2942604,1
4617,3691522,2949869,3766435,2964219,1
4618,3735525,2855912,3708338,2895442,1
4619,3753593,2871123,3691352,2818852,1
4620,3796619,2938598,3794788,2803188,1
4621,3794132,2855754,3720922,2858041,1
4622,3849985,2867610,3691536,2820890,1
4623,3840779,2896180,3846688,2881849,1
4624,3824500,2895958,3704185,2946261,1
4625,3697090,2817092,3854458,2916794,1
4626,3790573,2965236,3760926,2854248,1
4627,3834958,2826262,3697140,2873108,1
4628,3853439,2865535,3742827,2807517,1
4629,3730502,2898583,3706479,2944104,1
4630,3798939,2822625,3676885,2863003,1
4631,3681548,2900257,3706236,2923287,1
4632,3704422,2827143,3809649,2968178,1
4633,3747692,2819332,3812974,2836174,1
4634,3687855,2869651,3745534,2876676,1
4635,3704269,2932547,3699474,2966977,1
4636,3836933,2945458,3844696,2861062,1
4637,3689426,2919102,3840281,2921470,1
4638,3710499,2975842,3761941,2808346,1
4639,3840892,2835993,3829466,2888021,1
4640,3822536,2870676,3748246,2841470,1
4641,3779470,2910532,3686432,2900103,1
4642,3857314,2904923,3707141,2806253,1
4643,3759140,2823624,3688328,2858587,1
4644,3836659,2927712,3832006,2872287,1
4645,3839753,2937856,3751661,2924158,1
4646,3780249,2890117,3771984,2925468,1
4647,3702226,2896278,3836655,2888535,1
4648,3747589,2954378,3706506,2825223,1
4649,3703108,2895878,3842210,2885264,1
4650,3756268,2863228,3756957,2891204,1
4651,3737185,2828192,3700010,2824208,1
4652,3839170,2835466,3747445,2804300,1
4653,3774353,2905752,3708292,2884442,1
4654,3837712,2941125,3774987,2828383,1
4655,3744457,2921697,3670547,2876746,1
4656,3689889,2939924,3794313,2832211,1
4657,3829526,2924190,3846217,2929059,1
4658,3843137,2921638,3787038,2799755,1
4659,3788363,2893697,3674130,2845695,1
4660,3733796,2806770,3738456,2807134,1
4661,3730335,2812464,3782050,2829525,1
4662,3775265,2810142,3707494,2936240,1
4663,3826093,2911477,3764029,2842694,1
4664,3738336,2842223,3813822,2952029,1
4665,3714368,2862852,3742648,2926806,1
4666,3765480,2988255,3764066,2857018,1
4667,3703403,2842408,3797706,2877316,1
4668,3806480,2818011,3800138,2970576,1
4669,3792934,2816486,3761813,2804342,1
4670,3744221,2806160,3664090,2873446,1
4671,3676268,2848381,3768085,2792905,1
4672,3704129,2859437,3782518,2938692,1
4673,3820448,2893632,3689933,2864162,1
4674,3687299,2955027,3719289,2822356,1
4675,3765954,2900783,3761922,2856866,1
4676,3810612,2931221,3806869,2844062,1
4677,3768796,2799893,3680254,2901537,1
4678,3742349,2841155,3770726,2804433,1
4679,3819977,2950748,3755194,2908727,1
4680,3841560,2921015,3724392,2948808,1
4681,3716881,2976976,3733240,2875942,1
4682,3831756,2949891,3798933,2905595,1
4683,3803843,2878988,3718218,2805951,1
4684,3749732,2829182,3699469,2912699,1
4685,3800271,2956766,3738544,2890236,1
4686,3854500,2913859,3820946,2934469,1
4687,3780248,2844171,3742498,2917231,1
4688,3814052,2943894,3711748,2879063,1
4689,3803174,2916563,3829255,2952887,1
4690,3852331,2855628,3814940,2879524,1
4691,3681208,2848073,3805297,2854316,1
4692,3796774,2878220,3812369,2938657,1
4693,3787679,2950082,3693363,2849777,1
4694,3757803,2927441,3811262,2973459,1
4695,3777909,2976935,3814654,2919255,1
4696,3790682,2972265,3729971,2846229,1
4697,3698027,2812364,3768897,2854046,1
4698,3739676,2820183,3745538,2887993,1
4699,3734828,2926922,3817331,2942816,1
4700,3703583,2955279,3792358,2812997,1
4701,3728749,2858461,3761202,2871730,1
4702,3796987,2922490,3761224,2877009,1
4703,3672404,2935687,3696330,2832912,1
4704,3740413,2889074,3774715,2937586,1
4705,3819488,2882219,3813889,2917367,1
4706,3782362,2905175,3761329,2802555,1
4707,3801751,2828554,3757951,2888321,1
4708,3838749,2847829,3844131,2908851,1
4709,3710701,2975960,3710718,2918922,1
4710,3748325,2842146,3830222,2864023,1
4711,3793291,2895645,3782975,2860200,1
4712,3755244,2862324,3847309,2922486,1
4713,3725970,2803106,3687606,2877551,1
4714,3774764,2799844,3740660,2826255,1
4715,3668854,2890307,3769072,2900949,1
4716,3690782,2910190,3796255,2933994,1
4717,3829722,2936367,3769559,2970684,1
4718,3828442,2821252,3713397,2973579,1
4719,3789330,2975942,3843424,2909323,1
4720,3794114,2922644,3740940,2874627,1
4721,3735559,2793481,3669870,2865752,1
4722,3723353,2800738,3805744,2823217,1
4723,3788150,2802356,3753337,2959836,1
4724,3720023,2832271,3788816,2984574,1
4725,3756984,2803342,3800178,2871204,1
4726,3758502,2917344,3755571,2892437,1
4727,3769433,2966338,3780055,2868137,1
4728,3765731,2915624,3687858,2917607,1
4729,3795778,2845712,3797692,2868117,1
4730,3744136,2844252,3701137,2955641,1
4731,3822294,2853446,3753862,2791819,1
4732,3836791,2949354,3853165,2921785,1
4733,3845221,2912876,3779108,2827116,1
4734,3788749,2938060,3766330,2954979,1
4735,3745657,2913351,3679270,2911419,1
4736,3766347,2947452,3754582,2889553,1
4737,3825848,2859313,3813131,2850207,1
4738,3769181,2962612,3843000,2902561,1
4739,3678838,2847738,3717555,2951269,1
4740,3750503,2964040,3791120,2868040,1
4741,3748566,2860198,3797175,2927634,1
4742,3804765,2960769,3840081,2931940,1
4743,3752421,2816905,3755280,2926565,1
4744,3712442,2935828,3844669,2884107,1
4745,3757076,2829631,3733861,2928270,1
4746,3843251,2878855,3695043,2936226,1
4747,3782947,2838807,3833587,2889762,1
4748,3852223,2855379,3672326,2903732,1
4749,3787480,2814183,3767339,2828089,1
4750,3732161,2966459,3758647,2940857,1
4751,3756930,2791849,3737881,2898353,1
4752,3754159,2955563,3767183,2831071,1
4753,3785265,2902590,3726468,2978610,1
4754,3715323,2879503,3771448,2893621,1
4755,3841131,2853991,3689928,2879074,1
4756,3792783,2829221,3671312,2883706,1
4757,3829242,2855491,3838427,2832756,1
4758,3838705,2939622,3709758,2906692,1
4759,3810031,2828863,3848101,2911424,1
4760,3805878,2879612,3835360,2874007,1
4761,3836835,2921152,3737674,2814496,1
4762,3679223,2941730,3685108,2905409,1
4763,3670515,2847302,3764639,2873179,1
4764,3820911,2826352,3709988,2889638,1
4765,3781619,2982134,3807793,2895878,1
4766,3691578,2903513,3773431,2824669,1
4767,3667094,2913011,3725818,2860218,1
4768,3820330,2969020,3768373,2810314,1
4769,3688345,2897375,3744708,2866531,1
4770,3791248,2870903,3699575,2811223,1
4771,3727486,2917872,3746267,2840159,1
4772,3672806,2932023,3700003,2944600,1
4773,3846803,2898790,3812522,2895201,1
4774,3675430,2930589,3763189,2884789,1
4775,3718873,2976081,3816423,2845871,1
4776,3791967,2944709,3767375,2915030,1
4777,3769341,2834078,3747494,2943134,1
4778,3724218,2931536,3721443,2935255,1
4779,3831652,2931322,3691445,2929569,1
4780,3796927,2893962,3800553,2848671,1
4781,3785095,2834826,3692539,2942228,1
4782,3782500,2868900,3742370,2944296,1
4783,3837529,2845786,3791854,2846911,1
4784,3835903,2905526,3730489,2882501,1
4785,3746824,2808793,3721515,2981122,1
4786,3748889,2889545,3734606,2892966,1
4787,3798050,2898015,3716173,2908848,1
4788,3820553,2934127,3806429,2871854,1
4789,3783816,2886651,3848867,2913900,1
4790,3820158,2944841,3696290,2821952,1
4791,3703884,2956001,3779053,2980472,1
4792,3753810,2941130,3805333,2890747,1
4793,3771190,2880345,3804075,2872989,1
4794,3684434,2860885,3787677,2812844,1
4795,3830385,2933367,3819481,2902309,1
4796,3727969,2868601,3767021,2823881,1
4797,3678023,2943206,3771383,2980614,1
4798,3774869,2819923,3719568,2956945,1
4799,3712957,2843222,3833544,2857635,1
4800,3798527,2801414,3714456,2941955,1
4801,3773346,2919456,3845758,2860086,1
4802,3787145,2978520,3733061,2846965,1
4803,3796716,2897769,3715921,2845052,1
4804,3710646,2942351,3660474,2889443,1
4805,3732436,2974560,3692426,2826400,1
4806,3775155,2931596,3771568,2967877,1
4807,3668474,2894453,3804621,2882774,1
4808,3718474,2845428,3701877,2822293,1
4809,3756835,2847651,3770154,2821588,1
4810,3670373,2858608,3783247,2918735,1
4811,3814558,2932488,3801988,2962966,1
4812,3771874,2792487,3792440,2971993,1
4813,3714693,2861993,3777831,2823626,1
4814,3760213,2944076,3769605,2799059,1
4815,3820250,2962312,3799537,2855432,1
4816,3803016,2960076,3753194,2846307,1
4817,3742495,2864981,3740449,2966337,1
4818,3807797,2960658,3699873,2899922,1
4819,3676743,2914185,3732795,2894797,1
4820,3789989,2958312,3776361,2889544,1
4821,3692741,2846987,3762861,2961879,1
4822,3712404,2900524,3788743,2951497,1
4823,3785394,2910776,3665501,2876846,1
4824,3728596,2978983,3795505,2966543,1
4825,3766382,2818705,3819538,2918794,1
4826,3837839,2871420,3678516,2860108,1
4827,3712565,2871454,3788828,2941136,1
4828,3758451,2950401,3674270,2931280,1
4829,3758940,2814795,3682884,2844319,1
4830,3791475,2921961,3808474,2853608,1
4831,3706065,2839620,3784182,2838689,1
4832,3731299,2898250,3739442,2864926,1
4833,3804804,2811545,3786075,2851677,1
4834,3769027,2882962,3669811,2849362,1
4835,3768205,2956007,3720404,2862323,1
4836,3774889,2890032,3820888,2830675,1
4837,3687459,2841831,3750230,2943801,1
4838,3711894,2811982,3702439,2877031,1
4839,3797463,2825470,3747791,2956905,1
4840,3771724,2942826,3702165,2882243,1
4841,3792092,2904905,3846367,2854825,1
4842,3798714,2832412,3855903,2903916,1
4843,3731659,2834379,3759914,2910895,1
4844,3723712,2979803,3799160,2813413,1
4845,3775186,2812929,3806271,2867286,1
4846,3694683,2906450,3735651,2883159,1
4847,3802531,2828552,3775770,2875561,1
4848,3733404,2822684,3852668,2852711,1
4849,3775765,2943795,3743524,2961253,1
4850,3773234,2903859,3790243,2821003,1
4851,3724306,2938167,3769627,2932352,1
4852,3788553,2983101,3686269,2923842,1
4853,3725558,2823931,3674715,2904122,1
4854,3776615,2978426,3688912,2886366,1
4855,3832421,2876516,3810078,2871586,1
4856,3791434,2982984,3677497,2917582,1
4857,3739135,2938662,3794517,2971107,1
4858,3765730,2792211,3707370,2968340,1
4859,3844213,2883970,3724818,2954048,1
4860,3698542,2855088,3708166,2810233,1
4861,3738232,2938261,3704837,2874648,1
4862,3715155,2956480,3773276,2955916,1
4863,3735808,2966927,3759044,2983094,1
4864,3814016,2824770,3816364,2870160,1
4865,3822599,2893670,3839923,2922842,1
4866,3733891,2888840,3796406,2822667,1
4867,3768266,2987712,3739554,2813715,1
4868,3773075,2855536,3846853,2927759,1
4869,3822310,2932768,3697803,2957293,1
4870,3747301,2961897,3752769,2912392,1
4871,3714298,2826621,3717698,2815406,1
4872,3699907,2926431,3681511,2832336,1
4873,3848978,2878472,3802238,2921938,1
4874,3720975,2945157,3799187,2828164,1
4875,3683250,2902992,3734341,2906505,1
4876,3720256,2910957,3838014,2851026,1
4877,3789725,2964276,3690170,2927428,1
4878,3805372,2812484,3790461,2959740,1
4879,3805772,2813536,3747241,2895258,1
4880,3817520,2913924,3738783,2950039,1
4881,3782609,2873402,3792886,2940536,1
4882,3814583,2877030,3764798,2972491,1
4883,3764601,2924345,3725399,2855124,1
4884,3769860,2803046,3704894,2851185,1
4885,3674078,2841925,3739178,2843626,1
4886,3683106,2943350,3728665,2806710,1
4887,3753553,2989018,3839027,2904489,1
4888,3684838,2934776,3805951,2929690,1
4889,3765776,2800301,3727141,2863331,1
4890,3786545,2952732,3727954,2820438,1
4891,3765089,2977222,3732265,2879014,1
4892,3788053,2919601,3763203,2822919,1
4893,3753655,2852910,3783105,2915756,1
4894,3828301,2851143,3771102,2899757,1
4895,3677704,2850775,3724851,2815441,1
4896,3748748,2975466,3772418,2854636,1
4897,3707846,2819958,3739348,2904430,1
4898,3761021,2966556,3679474,2871293,1
4899,3798613,2891040,3669546,2917783,1
4900,3795540,2921971,3776383,2977243,1
4901,3765660,2835814,3776167,2846728,1
4902,3770776,2959811,3771523,2829929,1
4903,3744808,2960159,3739852,2893172,1
4904,3768606,2879076,3709971,2842487,1
4905,3824941,2894806,3736295,2830725,1
4906,3679802,2879656,3697830,2865313,1
4907,3691188,2843823,3810550,2959609,1
4908,3743452,2863759,3795024,2818910,1
4909,3800838,2860378,3800744,2883715,1
4910,3757924,2978188,3786650,2917493,1
4911,3694210,2853394,3785351,2917129,1
4912,3729597,2829630,3777607,2795761,1
4913,3837111,2921498,3762560,2881556,1
4914,3789278,2964224,3846073,2911000,1
4915,3719432,2911415,3771557,2876139,1
4916,3747819,2832086,3729937,2800889,1
4917,3815422,2935838,3733141,2969137,1
4918,3847923,2879547,3754597,2947330,1
4919,3807659,2823011,3697656,2883869,1
4920,3767965,2865352,3688313,2941398,1
4921,3798526,2929875,3771233,2917329,1
4922,3760040,2977395,3757452,2911634,1
4923,3780134,2931349,3751068,2795098,1
4924,3740365,2854011,3706032,2885014,1
4925,3707517,2811637,3770821,2829721,1
4926,3725198,2907228,3767903,2963154,1
4927,3730999,2955833,3749416,2919155,1
4928,3786730,2915182,3687445,2927244,1
4929,3672024,2845237,3706248,2963932,1
4930,3752221,2925213,3835262,2919544,1
4931,3785666,2944665,3715815,2978623,1
4932,3808211,2858789,3691867,2938334,1
4933,3762189,2792939,3751753,2845138,1
4934,3716811,2813419,3814557,2856719,1
4935,3709238,2836963,3744815,2816962,1
4936,3731639,2871030,3726136,2948494,1
4937,3684759,2831646,3749743,2954611,1
4938,3858568,2892000,3828185,2929216,1
4939,3819007,2910175,3708758,2929603,1
4940,3725983,2802462,3807964,2826554,1
4941,3665143,2861341,3752553,2924893,1
4942,3736831,2883399,3772741,2868930,1
4943,3727283,2799190,3784894,2881196,1
4944,3736283,2813762,3781417,2940002,1
4945,3794650,2813205,3703776,2971353,1
4946,3816196,2850142,3723165,2815222,1
4947,3775078,2943582,3846878,2880349,1
4948,3730175,2803542,3756438,2967146,1
4949,3708724,2838608,3662310,2902614,1
4950,3700599,2925691,3760907,2945800,1
4951,3759066,2863115,3817363,2959076,1
4952,3781828,2816914,3759492,2944144,1
4953,3747093,2798058,3699724,2860129,1
4954,3736962,2850360,3821791,2953756,1
4955,3803616,2912748,3695980,2849515,1
4956,3681692,2888801,3715945,2842226,1
4957,3752321,2882598,3781421,2816624,1
4958,3849928,2847895,3792830,2925813,1
4959,3733414,2966631,3795395,2956696,1
4960,3809203,2948043,3791873,2847243,1
4961,3679081,2857142,3814036,2953896,1
4962,3714620,2927891,3730206,2952713,1
4963,3844545,2872831,3718894,2893113,1
4964,3831645,2888545,3756503,2816433,1
4965,3838024,2872474,3762016,2873026,1
4966,3694929,2849458,3844968,2894336,1
4967,3679380,2855257,3744000,2978071,1
4968,3667573,2884599,3785840,2930856,1
4969,3745468,2929672,3852057,2882423,1
4970,3830397,2922186,3771012,2893732,1
4971,3750665,2986149,3683799,2899392,1
4972,3732701,2925130,3761206,2971960,1
4973,3676071,2863289,3796444,2906711,1
4974,3752228,2862077,3776554,2915734,1
4975,3743686,2837693,3704564,2967410,1
4976,3675536,2841492,3741377,2859323,1
4977,3666695,2859884,3747525,2965638,1
4978,3782080,2818240,3731622,2817220,1
4979,3834141,2872139,3847197,2860947,1
4980,3786292,2976954,3842229,2922186,1
4981,3764026,2813382,3824741,2910690,1
4982,3769316,2897369,3683518,2854127,1
4983,3759130,2832138,3821907,2932817,1
4984,3679497,2875666,3763117,2810340,1
4985,3718495,2876717,3812610,2972849,1
4986,3716470,2876504,3846837,2863639,1
4987,3855317,2889802,3697045,2938142,1
4988,3764393,2854120,3692547,2848068,1
4989,3772727,2972077,3684671,2944510,1
4990,3754865,2809375,3839543,2946814,1
4991,3740734,2899968,3790846,2946379,1
4992,3828660,2823969,3784715,2962058,1
4993,3743335,2963819,3719247,2928941,1
4994,3762227,2907462,3773682,2959510,1
4995,3826263,2931556,3823241,2934339,1
4996,3782871,2984072,3775006,2958259,1
4997,3796012,2967043,3724519,2809371,1
4998,3786209,2833983,3737771,2906457,1
4999,3815019,2813743,3777989,2934081,1
5000,3765678,2882679,3769161,2876937,1
5001,3711494,2869009,3778934,2979966,1
5002,3680343,2860716,3787680,2918081,1
5003,3681448,2889870,3723437,2916352,1
5004,3745750,2934100,3710205,2819064,1
5005,3685426,2839217,3799362,2853967,1
5006,3784190,2814529,3745404,2968953,1
5007,3738183,2811791,3675687,2903574,1
5008,3717283,2961377,3778109,2813351,1
5009,3764605,2976812,3711765,2817144,1
5010,3782106,2944394,3759968,2919337,1
5011,3738500,2849679,3794606,2817976,1
5012,3773335,2957862,3787902,2830952,1
5013,3784811,2864168,3685937,2849703,1
5014,3857566,2910190,3809025,2861167,1
5015,3768665,2980000,3734826,2976831,1
5016,3691047,2862624,3702476,2894620,1
5017,3786517,2903331,3721758,2838182,1
5018,3772062,2792502,3800346,2853924,1
5019,3707600,2957628,3804845,2863288,1
5020,3669928,2922947,3719660,2924759,1
5021,3764840,2810515,3717118,2834587,1
5022,3725337,2949546,3745038,2921845,1
5023,3716563,2908221,3751896,2954140,1
5024,3767636,2837569,3770531,2887152,1
5025,3795089,2850628,3726232,2948705,1
5026,3730437,2973967,3847226,2882278,1
5027,3817400,2809378,3776813,2872820,1
5028,3751710,2810280,3784380,2964268,1
5029,3753303,2922333,3818902,2877907,1
5030,3734876,2866178,3744955,2908002,1
5031,3706940,2967492,3781967,2909119,1
5032,3815670,2834216,3752175,2868925,1
5033,3812681,2903641,3702699,2882263,1
5034,3717165,2978231,3710159,2932834,1
5035,3691027,2831641,3794061,2873578,1
5036,3798036,2825374,3800326,2803128,1
5037,3762630,2848946,3757210,2813483,1
5038,3833736,2854327,3715425,2918789,1
5039,3841545,2900440,3804615,2881535,1
5040,3815574,2834424,3753425,2969514,1
5041,3791757,2803401,3708203,2934478,1
5042,3808713,2973338,3803582,2916186,1
5043,3819774,2968777,3702333,2887528,1
5044,3814812,2931393,3731226,2821780,1
5045,3685822,2827683,3781819,2822867,1
5046,3804366,2923465,3792486,2951298,1
5047,3792302,2839735,3796073,2971328,1
5048,3842309,2895216,3721386,2828378,1
5049,3740615,2915812,3835217,2832574,1
5050,3850943,2858571,3831942,2843409,1
5051,3781254,2844748,3798753,2915029,1
5052,3778961,2944831,3725014,2912549,1
5053,3788550,2909573,3803051,2872529,1
5054,3710178,2971418,3761082,2903385,1
5055,3802179,2929662,3783644,2929827,1
5056,3792872,2821971,3775982,2910939,1
5057,3822203,2900065,3761186,2981859,1
5058,3827899,2898885,3794563,2964843,1
5059,3767316,2904795,3843759,2921416,1
5060,3739500,2891762,3736424,2942198,1
5061,3826101,2860995,3853734,2859683,1
5062,3818764,2962804,3751146,2824085,1
5063,3742934,2895350,3738891,2973201,1
5064,3729650,2861585,3721833,2895231,1
5065,3841794,2936480,3771463,2949966,1
5066,3748580,2915209,3717520,2968620,1
5067,3792513,2975532,3725826,2813916,1
5068,3815610,2865681,3744031,2814981,1
5069,3760840,2919853,3829471,2899578,1
5070,3731690,2919938,3786475,2882607,1
5071,3706863,2867506,3742897,2985501,1
5072,3796519,2914113,3737012,2866512,1
5073,3763769,2855848,3716267,2837068,1
5074,3706835,2889068,3785285,2926878,1
5075,3737890,2986570,3715233,2892557,1
5076,3823563,2857079,3745840,2866992,1
5077,3730720,2932978,3844575,2883051,1
5078,3778376,2799991,3807083,2921390,1
5079,3853454,2887376,3673115,2872431,1
5080,3774340,2834996,3727698,2895653,1
5081,3738562,2976954,3779363,2895729,1
5082,3668003,2916436,3824034,2965204,1
5083,3830345,2921569,3747823,2870345,1
5084,3704962,2831206,3724128,2947596,1
5085,3703529,2863060,3720169,2906496,1
5086,3697201,2868109,3770594,2792085,1
5087,3717200,2805686,3825397,2952799,1
5088,3835900,2951351,3837931,2899126,1
5089,3703603,2912116,3828109,2911870,1
5090,3730601,2890040,3720546,2913399,1
5091,3691049,2881690,3798017,2932003,1
5092,3693161,2825526,3691225,2832876,1
5093,3729409,2872974,3767740,2857020,1
5094,3821149,2814755,3761708,2850075,1
5095,3756336,2807458,3675734,2904001,1
5096,3807750,2824114,3729812,2824187,1
5097,3857876,2901459,3717221,2833998,1
5098,3734749,2947048,3835316,2948078,1
5099,3766178,2819106,3699594,2831082,1
5100,3782203,2986085,3753996,2895071,1
5101,3695959,2837630,3688550,2821118,1
5102,3797789,2933816,3789274,2949329,1
5103,3765548,2831577,3780349,2977343,1
5104,3742543,2892888,3704489,2956022,1
5105,3775246,2914698,3707982,2948302,1
5106,3713007,2825428,3703222,2945169,1
5107,3687040,2928277,3815091,2887129,1
5108,3716152,2826731,3732908,2984213,1
5109,3740137,2837714,3802924,2896054,1
5110,3734592,2890952,3801698,2950034,1
5111,3690056,2896974,3835851,2827298,1
5112,3804800,2863518,3814921,2826608,1
5113,3794981,2865895,3724811,2827094,1
5114,3836931,2849692,3828506,2909500,1
5115,3717903,2909709,3768656,2790724,1
5116,3734898,2819619,3800083,2905788,1
5117,3677207,2919061,3720992,2875450,1
5118,3803082,2848908,3825431,2940931,1
5119,3775708,2817223,3696635,2872427,1
5120,3703727,2915388,3834341,2858461,1
5121,3815549,2963804,3799851,2942363,1
5122,3783989,2912528,3848279,2845166,1
5123,3716340,2880740,3697788,2818726,1
5124,3791860,2906371,3779613,2903316,1
5125,3814652,2896648,3761027,2870692,1
5126,3787130,2827228,3799727,2846941,1
5127,3818073,2849934,3834770,2909705,1
5128,3821556,2821404,3693299,2877346,1
5129,3756539,2881517,3783835,2878088,1
5130,3808668,2882011,3718886,2854933,1
5131,3729512,2959570,3674919,2861167,1
5132,3676998,2873081,3715919,2920494,1
5133,3738905,2834135,3678285,2937258,1
5134,3672835,2895578,3798974,2871782,1
5135,3687340,2866107,3837659,2897533,1
5136,3724190,2813713,3666214,2903744,1
5137,3744255,2959145,3797703,2805110,1
5138,3792321,2812112,3855724,2888820,1
5139,3824290,2818351,3786084,2878965,1
5140,3762276,2858596,3683048,2828506,1
5141,3670586,2853840,3809747,2975970,1
5142,3750376,2811182,3820286,2959891,1
5143,3696703,2828627,3792080,2804911,1
5144,3704058,2885409,3732706,2829298,1
5145,3804278,2807679,3698503,2904751,1
5146,3703909,2837068,3737536,2833514,1
5147,3741068,2956913,3748988,2891073,1
5148,3677769,2885843,3738282,2874368,1
5149,3767392,2848557,3759336,2851141,1
5150,3707113,2906037,3686458,2881054,1
5151,3758588,2797117,3725162,2846757,1
5152,3744925,2914852,3758503,2919586,1
5153,3733177,2888073,3825206,2943675,1
5154,3773635,2937375,3705508,2894597,1
5155,3828596,2885674,3717652,2948156,1
5156,3671131,2859964,3729106,2946441,1
5157,3757993,2867196,3724174,2830970,1
5158,3812940,2844887,3735935,2829587,1
5159,3665837,2869967,3716332,2967637,1
5160,3676393,2942053,3764012,2859217,1
5161,3837634,2891435,3775028,2799207,1
5162,3682151,2909469,3755942,2931745,1
5163,3732379,2799719,3773009,2809309,1
5164,3707456,2927536,3690296,2855838,1
5165,3693942,2944256,3740163,2964106,1
5166,3811034,2970112,3836269,2952495,1
5167,3746261,2843520,3733909,2833604,1
5168,3856581,2895866,3814536,2951527,1
5169,3771750,2970897,3715599,2948021,1
5170,3693996,2887708,3766527,2960295,1
5171,3736395,2917633,3764219,2889228,1
5172,3804584,2879485,3736393,2821894,1
5173,3714532,2856480,3767861,2931771,1
5174,3688474,2920061,3807803,2937719,1
5175,3817898,2854643,3719163,2815975,1
5176,3804286,2954064,3721600,2975291,1
5177,3756402,2934314,3676321,2848996,1
5178,3697250,2820778,3813408,2832980,1
5179,3842871,2842899,3851983,2908558,1
5180,3787675,2927974,3748190,2841550,1
5181,3722425,2921455,3731175,2872871,1
5182,3749935,2813905,3766442,2906144,1
5183,3705968,2908213,3755520,2799908,1
5184,3683629,2849791,3798141,2937171,1
5185,3850061,2898171,3790146,2818884,1
5186,3764567,2889830,3816825,2829147,1
5187,3705805,2932343,3854117,2903265,1
5188,3768478,2958216,3734285,2843250,1
5189,3765784,2955624,3767422,2941618,1
5190,3710346,2923971,3729876,2830797,1
5191,3797133,2831677,3858229,2902896,1
5192,3667795,2914979,3680891,2850820,1
5193,3827811,2935763,3772530,2986085,1
5194,3813622,2812667,3803203,2978435,1
5195,3767379,2826811,3825645,2896826,1
5196,3723121,2853538,3814049,2907330,1
5197,3724773,2891449,3710341,2822953,1
5198,3673095,2920381,3817625,2814548,1
5199,3763301,2972571,3781240,2936427,1
5200,3743289,2863596,3673488,2866024,1
